0.000000000000000000e+00,5.333345035492150110e+00
1.000000000000000021e-02,5.291177524624137263e+00
2.000000000000000042e-02,5.241894626062510554e+00
2.999999999999999889e-02,5.217102267657401704e+00
4.000000000000000083e-02,5.208132902646806173e+00
5.000000000000000278e-02,5.312712136796184481e+00
5.999999999999999778e-02,5.256706219005735647e+00
7.000000000000000666e-02,5.189835868881048420e+00
8.000000000000000167e-02,5.198266303888701145e+00
8.999999999999999667e-02,5.216141597997918211e+00
1.000000000000000056e-01,5.024442230763661144e+00
1.100000000000000006e-01,5.007807429160029855e+00
1.199999999999999956e-01,4.992831993582637296e+00
1.300000000000000044e-01,4.979413135971136661e+00
1.400000000000000133e-01,5.086772042900172153e+00
1.499999999999999944e-01,5.059269330891493333e+00
1.600000000000000033e-01,5.131881539573314832e+00
1.700000000000000122e-01,5.166325526204443186e+00
1.799999999999999933e-01,5.102660767656499452e+00
1.900000000000000022e-01,5.032021368544663531e+00
2.000000000000000111e-01,5.142593189389701003e+00
2.099999999999999922e-01,5.307634704065494091e+00
2.200000000000000011e-01,5.326383496954095520e+00
2.300000000000000100e-01,5.338521246395316666e+00
2.399999999999999911e-01,5.379724249907837041e+00
2.500000000000000000e-01,5.331591186731673204e+00
2.600000000000000089e-01,5.506369649144589928e+00
2.700000000000000178e-01,5.592781171175095878e+00
2.800000000000000266e-01,5.470479870977214887e+00
2.899999999999999800e-01,5.491485642655494992e+00
2.999999999999999889e-01,5.608137423174094138e+00
3.099999999999999978e-01,5.662916826472251586e+00
3.200000000000000067e-01,5.588301969482714071e+00
3.300000000000000155e-01,5.710857559904433778e+00
3.400000000000000244e-01,5.655754071348146006e+00
3.500000000000000333e-01,5.653084959775055651e+00
3.599999999999999867e-01,5.606213107119154770e+00
3.699999999999999956e-01,5.569753927429041518e+00
3.800000000000000044e-01,5.480531333272820937e+00
3.900000000000000133e-01,5.437511053612841927e+00
4.000000000000000222e-01,5.483775495378759857e+00
4.100000000000000311e-01,5.401091416899615361e+00
4.199999999999999845e-01,5.370583696835153908e+00
4.299999999999999933e-01,5.319653745360407804e+00
4.400000000000000022e-01,5.343641331066740108e+00
4.500000000000000111e-01,5.293749710147763743e+00
4.600000000000000200e-01,5.342861445739252702e+00
4.700000000000000289e-01,5.421646961271607168e+00
4.799999999999999822e-01,5.345080125724440023e+00
4.899999999999999911e-01,5.431979657618910551e+00
5.000000000000000000e-01,5.484798370369243337e+00
5.100000000000000089e-01,5.495735771468500452e+00
5.200000000000000178e-01,5.484029932695567489e+00
5.300000000000000266e-01,5.624215085613616161e+00
5.400000000000000355e-01,5.611643138311559476e+00
5.500000000000000444e-01,5.576229880538142503e+00
5.600000000000000533e-01,5.765084059140930250e+00
5.700000000000000622e-01,5.742000092287375956e+00
5.799999999999999600e-01,5.858511829831665629e+00
5.899999999999999689e-01,5.827033808471155929e+00
5.999999999999999778e-01,5.875168682028479417e+00
6.099999999999999867e-01,5.942420925767827100e+00
